중구,111121,2021-12-21 04:00,126.9747,37.5643,0.004,0.9,2,0.045,60,34
종로구,111123,2021-12-21 04:00,127.005,37.572,0.004,1.4,2,0.057,65,41
용산구,111131,2021-12-21 04:00,127.0048,37.54,0.003,0.7,2,0.051,56,30
광진구,111141,2021-12-21 04:00,127.0925,37.5472,0.003,0.9,2,0.045,62,34
성동구,111142,2021-12-21 04:00,127.0494,37.5419,0.003,0.9,2,0.034,70,34
중랑구,111151,2021-12-21 04:00,127.094,37.5849,0.004,1.0,2,0.052,57,31
동대문구,111152,2021-12-21 04:00,127.0289,37.5758,0.005,2.1,2,0.077,76,53
성북구,111161,2021-12-21 04:00,127.0273,37.6067,0.003,1.6,2,0.060,59,35
도봉구,111171,2021-12-21 04:00,127.029,37.6542,0.003,1.1,2,0.050,77,41
은평구,111181,2021-12-21 04:00,126.9348,37.6098,0.003,0.7,2,0.021,46,29
서대문구,111191,2021-12-21 04:00,126.9497,37.5938,0.003,1.0,2,0.041,52,37
마포구,111201,2021-12-21 04:00,126.9056,37.5556,0.004,1.2,2,0.064,52,38
강서구,111212,2021-12-21 04:00,126.8351,37.5447,0.003,0.8,2,0.047,64,28
구로구,111221,2021-12-21 04:00,126.8897,37.4985,0.003,0.7,2,0.049,65,43
영등포구,111231,2021-12-21 04:00,126.8974,37.525,0.004,1.0,2,0.054,55,33
동작구,111241,2021-12-21 04:00,126.9715,37.4809,0.003,0.9,2,0.060,61,32
관악구,111251,2021-12-21 04:00,126.9271,37.4874,0.003,0.7,2,0.054,54,28
강남구,111261,2021-12-21 04:00,127.0481,37.5176,0.003,0.7,2,0.044,57,29
서초구,111262,2021-12-21 04:00,126.9945,37.5046,0.003,1.0,2,0.052,56,36
송파구,111273,2021-12-21 04:00,127.0925,37.5027,0.003,0.7,2,0.047,60,32
강동구,111274,2021-12-21 04:00,127.1368,37.545,0.003,1.1,2,0.058,68,40
금천구,111281,2021-12-21 04:00,126.9083,37.4524,0.004,0.7,2,0.048,54,31
강북구,111291,2021-12-21 04:00,127.0119,37.6479,0.004,0.9,2,0.056,81,40
양천구,111301,2021-12-21 04:00,126.8566,37.526,0.003,1.2,2,0.054,60,39
노원구,111311,2021-12-21 04:00,127.0679,37.6574,0.004,1.2,2,0.048,67,40
광복동,221112,2021-12-21 04:00,129.0305,35.0999,0.007,0.5,2,0.015,55,27
대연동,221172,2021-12-21 04:00,129.0877,35.1303,0.004,0.6,2,0.036,51,28
