중구,111121,2021-12-20 23:00,126.9747,37.5643,0.005,1.2,2,0.069,69,42
종로구,111123,2021-12-20 23:00,127.005,37.572,0.005,1.4,2,0.068,74,41
용산구,111131,2021-12-20 23:00,127.0048,37.54,0.003,0.6,2,0.048,64,31
광진구,111141,2021-12-20 23:00,127.0925,37.5472,0.003,0.8,2,0.055,63,37
성동구,111142,2021-12-20 23:00,127.0494,37.5419,0.004,1.2,2,0.065,75,31
중랑구,111151,2021-12-20 23:00,127.094,37.5849,0.004,1.0,2,0.070,72,36
동대문구,111152,2021-12-20 23:00,127.0289,37.5758,0.004,1.7,2,0.076,81,49
성북구,111161,2021-12-20 23:00,127.0273,37.6067,0.003,1.6,2,0.076,88,43
도봉구,111171,2021-12-20 23:00,127.029,37.6542,0.003,1.1,2,0.057,77,41
은평구,111181,2021-12-20 23:00,126.9348,37.6098,0.004,0.8,2,0.044,71,38
서대문구,111191,2021-12-20 23:00,126.9497,37.5938,0.004,1.1,2,0.059,66,48
마포구,111201,2021-12-20 23:00,126.9056,37.5556,0.005,1.9,2,0.097,66,41
강서구,111212,2021-12-20 23:00,126.8351,37.5447,0.004,1.0,2,0.068,79,36
구로구,111221,2021-12-20 23:00,126.8897,37.4985,0.003,0.8,2,0.061,79,45
영등포구,111231,2021-12-20 23:00,126.8974,37.525,0.004,0.9,2,0.058,69,38
동작구,111241,2021-12-20 23:00,126.9715,37.4809,0.003,0.9,2,0.073,76,39
관악구,111251,2021-12-20 23:00,126.9271,37.4874,0.004,0.8,2,0.061,61,32
강남구,111261,2021-12-20 23:00,127.0481,37.5176,0.004,0.6,2,0.048,65,33
서초구,111262,2021-12-20 23:00,126.9945,37.5046,0.003,0.7,2,0.054,61,40
송파구,111273,2021-12-20 23:00,127.0925,37.5027,0.003,0.9,2,0.065,66,38
강동구,111274,2021-12-20 23:00,127.1368,37.545,0.004,1.8,2,0.097,89,53
금천구,111281,2021-12-20 23:00,126.9083,37.4524,0.004,0.8,2,0.061,66,35
강북구,111291,2021-12-20 23:00,127.0119,37.6479,0.003,0.9,2,0.058,80,37
양천구,111301,2021-12-20 23:00,126.8566,37.526,0.003,0.8,2,0.056,71,42
노원구,111311,2021-12-20 23:00,127.0679,37.6574,0.004,1.3,2,0.060,83,47
광복동,221112,2021-12-20 23:00,129.0305,35.0999,0.004,0.5,2,0.020,61,28
대연동,221172,2021-12-20 23:00,129.0877,35.1303,0.005,0.6,2,0.032,59,33
학장동,221181,2021-12-20 23:00,128.9842,35.1462,0.005,0.4,2,0.045,88,47
