중구,111121,2021-12-21 05:00,126.9747,37.5643,0.004,1.2,2,0.047,60,37
종로구,111123,2021-12-21 05:00,127.005,37.572,0.005,1.5,2,0.054,66,44
용산구,111131,2021-12-21 05:00,127.0048,37.54,0.003,0.8,2,0.056,58,32
광진구,111141,2021-12-21 05:00,127.0925,37.5472,0.003,0.9,2,0.043,64,37
성동구,111142,2021-12-21 05:00,127.0494,37.5419,0.003,0.9,2,0.038,70,32
중랑구,111151,2021-12-21 05:00,127.094,37.5849,0.004,0.9,2,0.048,59,30
동대문구,111152,2021-12-21 05:00,127.0289,37.5758,0.005,2.1,2,0.074,77,57
성북구,111161,2021-12-21 05:00,127.0273,37.6067,0.003,1.5,2,0.060,62,37
도봉구,111171,2021-12-21 05:00,127.029,37.6542,0.003,1.1,2,0.048,70,42
은평구,111181,2021-12-21 05:00,126.9348,37.6098,0.003,0.8,2,0.027,38,31
서대문구,111191,2021-12-21 05:00,126.9497,37.5938,0.004,1.0,2,0.042,45,38
마포구,111201,2021-12-21 05:00,126.9056,37.5556,0.004,1.3,2,0.064,55,39
강서구,111212,2021-12-21 05:00,126.8351,37.5447,0.004,0.8,2,0.047,65,27
구로구,111221,2021-12-21 05:00,126.8897,37.4985,0.003,0.7,2,0.045,58,36
영등포구,111231,2021-12-21 05:00,126.8974,37.525,0.004,1.1,2,0.058,57,33
동작구,111241,2021-12-21 05:00,126.9715,37.4809,0.003,1.0,2,0.062,61,32
관악구,111251,2021-12-21 05:00,126.9271,37.4874,0.004,0.7,2,0.054,55,28
강남구,111261,2021-12-21 05:00,127.0481,37.5176,0.004,0.8,2,0.047,61,28
서초구,111262,2021-12-21 05:00,126.9945,37.5046,0.003,0.9,2,0.050,52,38
송파구,111273,2021-12-21 05:00,127.0925,37.5027,0.003,0.8,2,0.045,60,36
강동구,111274,2021-12-21 05:00,127.1368,37.545,0.004,1.1,2,0.057,70,43
금천구,111281,2021-12-21 05:00,126.9083,37.4524,0.004,0.7,2,0.049,54,25
강북구,111291,2021-12-21 05:00,127.0119,37.6479,0.003,0.9,2,0.053,81,41
양천구,111301,2021-12-21 05:00,126.8566,37.526,0.003,1.1,2,0.050,63,36
노원구,111311,2021-12-21 05:00,127.0679,37.6574,0.004,1.3,2,0.049,69,41
광복동,221112,2021-12-21 05:00,129.0305,35.0999,0.007,0.5,2,0.018,48,24
대연동,221172,2021-12-21 05:00,129.0877,35.1303,0.005,0.6,2,0.035,45,26
학장동,221181,2021-12-21 05:00,128.9842,35.1462,0.005,0.4,2,0.030,66,45
덕천동,221182,2021-12-21 05:00,129.0062,35.2078,0.003,0.6,2,0.041,49,33
장림동,221202,2021-12-21 05:00,128.9669,35.083,0.003,0.6,2,0.045,55,33
전포동,221152,2021-12-21 05:00,129.0638,35.156,0.003,0.6,2,0.030,61,32
연산동,221221,2021-12-21 05:00,129.0746,35.1811,0.003,0.6,2,0.041,46,25
태종대,221141,2021-12-21 05:00,129.0799,35.0598,0.005,0.4,2,0.017,45,20
청룡동,221191,2021-12-21 05:00,129.0895,35.2755,-,-,2,0.021,41,24
좌동,221192,2021-12-21 05:00,129.1742,35.1706,0.004,0.4,2,0.009,50,23
대저동,221211,2021-12-21 05:00,128.9731,35.2087,0.005,0.5,2,0.033,64,42
녹산동,221212,2021-12-21 05:00,128.8631,35.0864,0.005,0.6,2,0.056,47,28
기장읍,221231,2021-12-21 05:00,129.2158,35.2387,0.004,0.4,2,0.006,47,27
부곡동,221251,2021-12-21 05:00,129.0927,35.2298,0.002,0.4,2,0.033,50,25
광안동,221271,2021-12-21 05:00,129.1181,35.1575,-,-,2,0.009,48,16
명장동,221163,2021-12-21 05:00,129.1043,35.2049,-,-,2,0.045,52,37
용수리,221233,2021-12-21 05:00,129.1802,35.3256,0.002,0.4,2,0.011,51,26
수정동,221241,2021-12-21 05:00,129.0454,35.1294,0.004,0.4,2,0.019,45,22
대신동,221281,2021-12-21 05:00,129.0157,35.1174,0.005,0.6,2,0.018,52,29
덕포동,221282,2021-12-21 05:00,128.9851,35.1744,0.005,0.7,2,0.040,59,45
개금동,221283,2021-12-21 05:00,129.023,35.1552,0.002,0.6,2,0.059,65,32
당리동,221284,2021-12-21 05:00,128.9737,35.1052,0.003,0.7,2,0.047,50,26
재송동,221193,2021-12-21 05:00,129.121,35.1832,0.003,0.6,2,0.031,52,23
청학동,221142,2021-12-21 05:00,129.0596,35.0908,0.006,0.5,2,0.024,46,27
화명동,221183,2021-12-21 05:00,129.0102,35.2334,-,-,2,0.039,41,27
명지동,221213,2021-12-21 05:00,128.9265,35.1066,0.003,0.5,2,0.036,61,43
회동동,221253,2021-12-21 05:00,129.1208,35.2295,0.002,0.5,2,0.026,34,24
수창동,422114,2021-12-21 05:00,128.5841,35.8743,0.006,0.9,2,0.050,61,44
지산동,422115,2021-12-21 05:00,128.6316,35.8305,0.002,0.6,2,0.029,45,29
서호동,422121,2021-12-21 05:00,128.711,35.8691,0.003,0.9,2,0.035,75,49
이현동,422132,2021-12-21 05:00,128.5453,35.8696,0.002,0.4,2,0.037,57,35
대명동,422141,2021-12-21 05:00,128.5711,35.8455,0.004,0.9,2,0.058,76,46
신암동,422154,2021-12-21 05:00,128.6331,35.8898,0.001,0.8,2,0.051,49,33
태전동,422155,2021-12-21 05:00,128.5507,35.923,0.003,0.6,2,0.032,48,30
만촌동,422161,2021-12-21 05:00,128.64,35.8653,0.004,1.0,2,0.059,54,37
호림동,422171,2021-12-21 05:00,128.4887,35.8379,0.002,0.5,2,0.033,58,38
유가읍,422201,2021-12-21 05:00,128.46,35.7,0.001,0.7,2,0.027,69,35
시지동,422203,2021-12-21 05:00,128.6976,35.8376,0.002,0.5,2,0.045,44,28
진천동,422204,2021-12-21 05:00,128.5287,35.8167,0.001,0.7,2,0.036,59,39
다사읍,422205,2021-12-21 05:00,128.4572,35.8649,0.002,0.5,2,0.016,50,33
본동,422206,2021-12-21 05:00,128.5411,35.8344,0.002,0.9,2,0.051,70,44
내당동,422207,2021-12-21 05:00,128.5519,35.859,0.003,0.6,2,0.049,71,56
침산동,422208,2021-12-21 05:00,128.5844,35.8876,0.006,1.0,2,0.051,71,56
화원읍,422209,2021-12-21 05:00,128.505,35.7973,0.002,0.4,2,0.015,48,31
산격동,422158,2021-12-21 05:00,128.6021,35.8933,0.002,0.6,2,0.044,46,29
신흥,823611,2021-12-21 05:00,126.6348,37.4684,0.004,1.1,2,0.055,63,41
송림,823621,2021-12-21 05:00,126.6436,37.474,0.004,1.1,2,0.047,61,30
구월동,823631,2021-12-21 05:00,126.7241,37.4496,0.004,1.5,2,0.046,54,46
숭의,823632,2021-12-21 05:00,126.6498,37.4639,0.003,0.7,2,0.037,68,34
부평,823641,2021-12-21 05:00,126.7243,37.5,0.005,0.8,2,0.047,61,36
연희,823651,2021-12-21 05:00,126.6809,37.5417,0.004,0.4,2,0.033,59,39
검단,823652,2021-12-21 05:00,126.6614,37.602,0.005,0.7,2,0.041,60,34
계산,823662,2021-12-21 05:00,126.7303,37.5462,0.002,0.8,2,0.046,58,31
고잔,823671,2021-12-21 05:00,126.6969,37.4047,0.006,0.7,2,0.048,68,43
석남,823681,2021-12-21 05:00,126.6746,37.5027,0.005,0.8,2,0.049,55,30
송해,823691,2021-12-21 05:00,126.4634,37.7645,0.002,0.7,2,0.017,46,30
동춘,823701,2021-12-21 05:00,126.6786,37.4096,0.005,1.2,2,0.042,65,38
