중구,111121,2021-12-21 10:00,126.9747,37.5643,0.005,1.0,2,0.057,73,43
종로구,111123,2021-12-21 10:00,127.005,37.572,0.006,1.7,2,0.062,85,52
용산구,111131,2021-12-21 10:00,127.0048,37.54,0.004,1.2,2,0.056,72,39
광진구,111141,2021-12-21 10:00,127.0925,37.5472,0.005,1.5,2,0.062,70,47
성동구,111142,2021-12-21 10:00,127.0494,37.5419,0.005,1.5,2,0.034,80,40
중랑구,111151,2021-12-21 10:00,127.094,37.5849,0.005,1.6,2,0.066,83,45
동대문구,111152,2021-12-21 10:00,127.0289,37.5758,0.006,2.5,2,0.098,99,67
성북구,111161,2021-12-21 10:00,127.0273,37.6067,0.004,1.7,2,0.074,102,55
도봉구,111171,2021-12-21 10:00,127.029,37.6542,-,-,2,-,-,-
은평구,111181,2021-12-21 10:00,126.9348,37.6098,0.004,1.8,2,0.058,80,59
서대문구,111191,2021-12-21 10:00,126.9497,37.5938,0.005,1.5,2,0.055,75,55
마포구,111201,2021-12-21 10:00,126.9056,37.5556,0.005,1.8,2,0.082,70,51
강서구,111212,2021-12-21 10:00,126.8351,37.5447,0.005,1.6,2,0.067,80,35
구로구,111221,2021-12-21 10:00,126.8897,37.4985,0.004,1.1,2,0.048,92,40
영등포구,111231,2021-12-21 10:00,126.8974,37.525,0.005,1.2,2,0.059,76,39
동작구,111241,2021-12-21 10:00,126.9715,37.4809,0.005,1.9,2,0.088,81,40
관악구,111251,2021-12-21 10:00,126.9271,37.4874,0.005,1.4,2,0.073,72,41
강남구,111261,2021-12-21 10:00,127.0481,37.5176,0.006,2.1,2,0.073,74,42
서초구,111262,2021-12-21 10:00,126.9945,37.5046,0.005,1.7,2,0.080,86,57
송파구,111273,2021-12-21 10:00,127.0925,37.5027,0.004,1.2,2,0.055,73,40
강동구,111274,2021-12-21 10:00,127.1368,37.545,0.005,1.5,2,0.078,80,50
금천구,111281,2021-12-21 10:00,126.9083,37.4524,0.006,1.3,2,0.072,77,41
강북구,111291,2021-12-21 10:00,127.0119,37.6479,0.004,1.3,2,0.057,79,45
양천구,111301,2021-12-21 10:00,126.8566,37.526,0.003,1.2,2,0.053,67,38
노원구,111311,2021-12-21 10:00,127.0679,37.6574,0.005,1.7,2,0.059,73,45
광복동,221112,2021-12-21 10:00,129.0305,35.0999,0.007,0.6,2,0.021,41,21
대연동,221172,2021-12-21 10:00,129.0877,35.1303,0.006,0.7,2,0.052,59,27
학장동,221181,2021-12-21 10:00,128.9842,35.1462,0.008,0.9,3,0.043,149,109
덕천동,221182,2021-12-21 10:00,129.0062,35.2078,0.005,1.2,2,0.079,73,40
장림동,221202,2021-12-21 10:00,128.9669,35.083,0.005,0.9,2,0.055,109,67
전포동,221152,2021-12-21 10:00,129.0638,35.156,0.004,1.1,2,0.049,93,52
연산동,221221,2021-12-21 10:00,129.0746,35.1811,0.005,1.0,2,0.038,64,28
태종대,221141,2021-12-21 10:00,129.0799,35.0598,0.007,0.5,2,0.028,48,16
청룡동,221191,2021-12-21 10:00,129.0895,35.2755,-,-,2,0.056,69,43
