중구,111121,2021-12-21 11:00,126.9747,37.5643,0.005,0.8,2,0.053,85,54
종로구,111123,2021-12-21 11:00,127.005,37.572,0.004,0.7,2,0.036,87,54
용산구,111131,2021-12-21 11:00,127.0048,37.54,0.004,0.9,2,0.053,85,47
광진구,111141,2021-12-21 11:00,127.0925,37.5472,0.005,1.5,2,0.061,82,60
성동구,111142,2021-12-21 11:00,127.0494,37.5419,0.005,1.4,2,0.042,94,47
중랑구,111151,2021-12-21 11:00,127.094,37.5849,0.005,1.6,2,0.072,91,53
동대문구,111152,2021-12-21 11:00,127.0289,37.5758,0.006,1.4,2,0.067,111,78
성북구,111161,2021-12-21 11:00,127.0273,37.6067,0.004,1.4,2,0.067,102,53
도봉구,111171,2021-12-21 11:00,127.029,37.6542,-,-,2,-,90,-
은평구,111181,2021-12-21 11:00,126.9348,37.6098,0.004,1.4,2,0.051,88,56
서대문구,111191,2021-12-21 11:00,126.9497,37.5938,0.004,0.9,2,0.053,81,56
마포구,111201,2021-12-21 11:00,126.9056,37.5556,0.005,1.1,2,0.060,74,55
강서구,111212,2021-12-21 11:00,126.8351,37.5447,0.006,1.4,2,0.070,91,49
구로구,111221,2021-12-21 11:00,126.8897,37.4985,0.003,0.9,2,0.046,92,51
영등포구,111231,2021-12-21 11:00,126.8974,37.525,0.005,1.0,2,0.057,78,49
동작구,111241,2021-12-21 11:00,126.9715,37.4809,0.004,0.8,2,0.053,96,52
관악구,111251,2021-12-21 11:00,126.9271,37.4874,0.004,0.9,2,0.059,78,48
강남구,111261,2021-12-21 11:00,127.0481,37.5176,0.005,1.3,2,0.062,90,51
서초구,111262,2021-12-21 11:00,126.9945,37.5046,0.004,1.3,2,0.072,88,67
송파구,111273,2021-12-21 11:00,127.0925,37.5027,0.005,1.5,2,0.066,76,50
강동구,111274,2021-12-21 11:00,127.1368,37.545,0.005,1.6,2,0.084,104,67
금천구,111281,2021-12-21 11:00,126.9083,37.4524,0.005,1.0,2,0.061,90,55
강북구,111291,2021-12-21 11:00,127.0119,37.6479,0.004,0.9,2,0.037,98,58
양천구,111301,2021-12-21 11:00,126.8566,37.526,0.004,1.2,2,0.062,82,52
노원구,111311,2021-12-21 11:00,127.0679,37.6574,0.005,1.4,2,0.051,79,53
광복동,221112,2021-12-21 11:00,129.0305,35.0999,0.008,0.5,2,0.025,46,25
대연동,221172,2021-12-21 11:00,129.0877,35.1303,0.007,0.6,2,0.046,60,23
학장동,221181,2021-12-21 11:00,128.9842,35.1462,0.008,0.5,3,0.043,161,90
덕천동,221182,2021-12-21 11:00,129.0062,35.2078,-,-,2,-,-,-
장림동,221202,2021-12-21 11:00,128.9669,35.083,0.006,0.6,2,0.044,126,69
전포동,221152,2021-12-21 11:00,129.0638,35.156,0.004,0.5,2,0.023,130,52
