년,월,일,시,분,항목,종로구,중구,용산구,은평구,서대문구,마포구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구,최대,최소,평균
2002,10,13,,,PM2.5,,*0,45,*0,*0,46,58,*68,40,49,*0,*0,48,*0,*0,*0,*0,*0,*6,*0,38,40,44,30,*0,58,30,43
2002,10,14,,,PM2.5,,*0,33,*0,*0,26,59,63,24,26,*0,*0,40,*0,*0,*0,*0,*0,*0,*0,17,32,34,27,*0,63,17,35
2002,10,15,,,PM2.5,,*0,23,*0,*0,20,32,29,16,20,*0,*0,24,*0,*0,*0,*0,*0,*0,*0,*20,20,21,14,*0,32,14,22
2002,10,16,,,PM2.5,,*0,33,*0,*0,31,48,63,27,32,*0,*0,41,*0,*0,*0,*0,*0,*8,*0,*20,33,34,25,*0,63,25,35
2002,10,17,,,PM2.5,,*0,47,*0,*0,52,82,80,44,47,*0,*0,59,*0,*0,*0,*0,*0,*32,*0,49,56,59,37,*0,82,37,54
2002,10,18,,,PM2.5,,*0,*59,*0,*0,72,112,96,65,61,*0,*0,98,*0,*0,*0,*0,*0,40,*0,55,60,72,39,*0,112,39,69
2002,10,19,,,PM2.5,,*0,8,*0,*0,8,13,4,8,8,*0,*0,13,*0,*0,*0,*0,*0,3,*0,6,8,9,*4,*0,13,3,8
2002,10,20,,,PM2.5,,*0,5,*0,*0,6,4,4,7,6,*0,*0,8,*0,*0,*0,*0,*0,2,*0,4,6,6,4,*0,8,2,5
2002,10,21,,,PM2.5,,*0,16,*0,*0,15,11,15,14,15,*0,*0,17,*0,*0,*0,*0,*0,7,*0,11,15,16,*11,*0,17,7,14
2002,10,22,,,PM2.5,,*0,20,*0,*0,14,20,18,11,*15,*0,*0,18,*0,*0,*0,*0,*0,5,*0,10,16,18,9,*0,20,5,15
2002,10,23,,,PM2.5,,*0,28,*0,*0,21,30,43,17,23,*0,*0,37,*0,*0,*0,*0,*0,6,*0,16,26,30,32,*0,43,6,26
2002,10,24,,,PM2.5,,*0,31,*0,*0,31,51,45,27,29,*0,*0,36,*0,*0,*0,*0,*0,10,*0,*20,28,34,25,*0,51,10,31
2002,10,25,,,PM2.5,,*0,33,*0,*0,32,45,50,28,31,*0,*0,40,*0,*0,*0,*0,*0,12,*0,*17,31,38,21,*0,50,12,32
2002,10,26,,,PM2.5,,*0,20,*0,*0,15,20,22,13,13,*0,*0,18,*0,*0,*0,*0,*0,6,*0,10,20,18,6,*0,22,6,15
2002,10,27,,,PM2.5,,*0,17,*0,*0,15,15,17,11,11,*0,*0,17,*0,*0,*0,*0,*0,4,*0,10,16,*14,8,*0,17,4,13
2002,10,28,,,PM2.5,,*0,15,*0,*0,13,16,13,10,10,*0,*0,14,*0,*0,*0,*0,*0,4,*0,8,12,*15,8,*0,16,4,11
2002,10,29,,,PM2.5,,*0,24,*0,*0,18,29,27,17,24,*0,*0,35,*0,*0,*0,*0,*0,6,*0,14,22,26,17,*0,35,6,22
2002,10,30,,,PM2.5,,*0,48,*0,*0,38,53,61,35,46,*0,*0,55,*0,*0,*0,*0,*0,12,*0,35,44,55,53,*0,61,12,45
2002,10,31,,,PM2.5,,*0,45,*0,*0,39,51,59,39,53,*0,*0,65,*0,*0,*0,*0,*0,14,*0,31,40,50,41,*0,65,14,44
2002,11,1,,,PM2.5,,*0,19,*0,*0,13,16,17,13,17,*0,*0,13,*0,*0,*0,*0,*0,4,*0,10,15,15,9,*0,19,4,13
2002,11,2,,,PM2.5,,*0,23,*0,*0,16,29,24,14,24,*0,*0,23,*0,*0,*0,*0,*0,5,*0,13,18,20,*18,*0,29,5,19
2002,11,3,,,PM2.5,,*0,19,*0,*0,16,20,21,13,15,*0,*0,22,*0,*0,*0,*0,*0,6,*0,13,16,16,*8,*0,22,6,16
2002,11,4,,,PM2.5,,*0,17,*0,*0,14,16,18,10,18,*0,*0,16,*0,*0,*0,*0,*0,4,*0,10,12,15,8,*0,18,4,13
2002,11,5,,,PM2.5,,*0,30,*0,*0,22,27,42,19,33,*0,*0,29,*0,*0,*0,*0,*0,4,*0,16,27,33,36,*0,42,4,27
2002,11,6,,,PM2.5,,*0,48,*0,*0,38,62,58,41,36,*0,*0,68,*0,*0,*0,*0,*0,9,*0,26,39,48,49,*0,68,9,43
2002,11,7,,,PM2.5,,*0,51,*0,*0,46,68,71,44,*23,*0,*0,63,*0,*0,*0,*0,*0,22,*0,36,44,46,44,*0,71,22,47
2002,11,8,,,PM2.5,,*0,27,*0,*0,22,34,30,20,*22,*0,*0,27,*0,*0,*0,*0,*0,8,*0,18,25,25,19,*0,34,8,23
2002,11,9,,,PM2.5,,*0,23,*0,*0,16,22,21,13,19,*0,*0,21,*0,*0,*0,*0,*0,5,*0,*13,18,19,15,*0,23,5,17
2002,11,10,,,PM2.5,,*0,24,*0,*0,24,35,38,18,23,*0,*0,33,*0,*0,*0,*0,*0,7,*0,11,22,20,23,*0,38,7,23
2002,11,11,,,PM2.5,,*0,86,*0,*0,68,113,109,57,66,*0,*0,82,*0,*0,*0,*0,*0,*30,*0,49,68,65,62,*0,113,49,73
2002,11,12,,,PM2.5,,*0,57,*0,*0,12,*35,48,*13,16,*0,*0,18,*0,*0,*0,*0,*0,4,*0,9,16,14,*21,*0,57,4,22
2002,11,13,,,PM2.5,,*0,18,*0,*0,13,18,14,11,14,*0,*0,17,*0,*0,*0,*0,*0,3,*0,8,15,14,14,*0,18,3,13
2002,11,14,,,PM2.5,,*0,24,*0,*0,*13,30,32,18,30,*0,*0,29,*0,*0,*0,*0,*0,7,*0,13,23,25,35,*0,35,7,24
2002,11,15,,,PM2.5,,*0,23,*0,*0,*26,26,30,16,22,*0,*0,25,*0,*0,*0,*0,*0,6,*0,12,23,23,28,*0,30,6,21
2002,11,16,,,PM2.5,,*0,32,*0,*0,30,40,40,26,*0,*0,*0,40,*0,*0,*0,*0,*0,8,*0,18,33,32,45,*0,45,8,31
2002,11,17,,,PM2.5,,*0,26,*0,*0,32,32,38,25,*0,*0,*0,23,*0,*0,*0,*0,*0,14,*0,18,24,27,*34,*0,38,14,26
2002,11,18,,,PM2.5,,*0,26,*0,*0,23,31,29,18,*0,*0,*0,26,*0,*0,*0,*0,*0,10,*0,12,24,25,33,*0,33,10,23
2002,11,19,,,PM2.5,,*0,33,*0,*0,31,55,59,34,*44,*0,*0,57,*0,*0,*0,*0,*0,15,*0,19,35,35,51,*0,59,15,38
2002,11,20,,,PM2.5,,*0,49,*0,*0,57,72,91,60,59,*0,*0,53,*0,*0,*0,*0,*0,37,*0,34,42,51,*62,*0,91,34,55
2002,11,21,,,PM2.5,,*0,38,*0,*0,36,51,63,33,47,*0,*0,52,*0,*0,*0,*0,*0,21,*0,27,40,41,*52,*0,63,21,41
2002,11,22,,,PM2.5,,*0,62,*0,*0,54,82,66,62,56,*0,*0,77,*0,*0,*0,*0,*0,30,*0,49,59,70,64,*0,82,30,61
2002,11,23,,,PM2.5,,*0,80,*0,*0,74,91,84,77,74,*0,*0,96,*0,*0,*0,*0,*0,44,*0,50,60,71,84,*0,96,44,74
2002,11,24,,,PM2.5,,*0,75,*0,*0,62,104,110,68,73,*0,*0,74,*0,*0,*0,*0,*0,57,*0,58,63,80,*77,*0,110,57,75
2002,11,25,,,PM2.5,,*0,39,*0,*0,30,50,48,33,42,*0,*0,45,*0,*0,*0,*0,*0,19,*0,26,36,39,35,*0,50,19,37
2002,11,26,,,PM2.5,,*0,44,*0,*0,39,66,73,42,38,*0,*0,54,*0,*0,*0,*0,*0,18,*0,30,39,47,57,*0,73,18,45
2002,11,27,,,PM2.5,,*0,21,*0,*0,16,25,23,22,21,*0,*0,22,*0,*0,*0,*0,*0,6,*0,15,19,21,19,*0,25,6,19
2002,11,28,,,PM2.5,,*0,48,*0,*0,39,67,71,40,34,*0,*0,54,*0,*0,*0,*0,*0,17,*0,35,41,48,53,*0,71,17,45
2002,11,29,,,PM2.5,,*0,55,*0,*0,60,77,77,52,53,*0,*0,54,*0,*0,*0,*0,*0,38,*0,38,43,55,63,*0,77,38,55
2002,11,30,,,PM2.5,,*0,48,*0,*0,60,80,71,47,40,*0,*0,54,*0,*0,*0,*0,*0,31,*0,38,47,66,48,*0,80,31,52
2002,12,1,,,PM2.5,,*0,51,*0,*0,50,57,54,42,35,*0,*0,68,*0,*0,*0,*0,*0,25,*0,43,47,58,56,*0,68,25,49
2002,12,2,,,PM2.5,,*0,64,*0,*0,60,86,82,57,*0,*0,*0,85,*0,*0,*0,*0,*0,36,*0,54,60,76,74,*0,86,36,67
2002,12,3,,,PM2.5,,*0,61,*0,*0,52,74,69,53,*0,*0,*0,90,*0,*0,*0,*0,*0,26,*0,*42,53,59,56,*0,90,26,58
2002,12,4,,,PM2.5,,*0,63,*0,*0,56,75,76,51,*42,*0,*0,64,*0,*0,*0,*0,*0,34,*0,44,50,52,48,*0,76,34,56
2002,12,5,,,PM2.5,,*0,46,*0,*0,44,73,71,36,35,*0,*0,43,*0,*0,*0,*0,*0,25,*0,34,39,42,35,*0,73,25,44
2002,12,6,,,PM2.5,,*0,29,*0,*0,33,43,36,23,20,*0,*0,33,*0,*0,*0,*0,*0,16,*0,25,28,29,36,*0,43,16,29
2002,12,7,,,PM2.5,,*0,21,*0,*0,22,28,28,17,15,*0,*0,25,*0,*0,*0,*0,*0,15,*0,18,20,21,18,*0,28,15,21
2002,12,8,,,PM2.5,,*0,10,*0,*0,17,7,5,13,9,*0,*0,9,*0,*0,*0,*0,*0,10,*0,11,9,10,*11,*0,17,5,10
2002,12,9,,,PM2.5,,*0,17,*0,*0,12,21,17,17,14,*0,*0,20,*0,*0,*0,*0,*0,9,*0,9,14,16,11,*0,21,9,15
2002,12,10,,,PM2.5,,*0,18,*0,*0,11,21,19,18,15,*0,*0,19,*0,*0,*0,*0,*0,8,*0,14,15,15,13,*0,21,8,15
2002,12,11,,,PM2.5,,*0,16,*0,*0,11,19,18,15,14,*0,*0,17,*0,*0,*0,*0,*0,7,*0,11,14,16,15,*0,19,7,14
2002,12,12,,,PM2.5,,*0,26,*0,*0,19,31,40,24,22,*0,*0,35,*0,*0,*0,*0,*0,11,*0,18,23,26,29,*0,40,11,25
2002,12,13,,,PM2.5,,*0,57,*0,*0,41,71,65,46,43,*0,*0,82,*0,*0,*0,*0,*0,19,*0,46,54,60,65,*0,82,19,54
2002,12,14,,,PM2.5,,*0,82,*0,*0,68,106,89,68,58,*0,*0,100,*0,*0,*0,*0,*0,42,*0,63,75,75,89,*0,106,42,76
2002,12,15,,,PM2.5,,*0,40,*0,*0,41,61,54,43,35,*0,*0,50,*0,*0,*0,*0,*0,26,*0,36,40,41,46,*0,61,26,43
2002,12,16,,,PM2.5,,*0,41,*0,*0,44,*76,71,44,41,*0,*0,48,*0,*0,*0,*0,*0,46,*0,47,44,51,*38,*0,71,41,49
2002,12,17,,,PM2.5,,*0,54,*0,*0,51,77,71,*35,37,*0,*0,56,*0,*0,*0,*0,*0,72,*0,45,48,50,49,*0,77,37,55
2002,12,18,,,PM2.5,,*0,62,*0,*0,68,87,88,*41,46,*0,*0,72,*0,*0,*0,*0,*0,90,*0,50,58,64,*56,*0,90,46,66
2002,12,19,,,PM2.5,,*0,43,*0,*0,43,58,58,34,32,*0,*0,52,*0,*0,*0,*0,*0,44,*0,31,39,*37,*57,*0,58,31,43
2002,12,20,,,PM2.5,,*0,36,*0,*0,34,57,56,33,27,*0,*0,57,*0,*0,*0,*0,*0,47,*0,31,36,41,49,*0,57,27,42
2002,12,21,,,PM2.5,,*0,30,*0,*0,57,47,33,35,24,*0,*0,62,*0,*0,*0,*0,*0,63,*0,30,31,28,24,*0,63,24,39
2002,12,22,,,PM2.5,,*0,9,*0,*0,11,9,7,14,11,*0,*0,23,*0,*0,*0,*0,*0,8,*0,8,10,12,7,*0,23,7,11
2002,12,23,,,PM2.5,,*0,15,*0,*0,17,18,13,18,14,*0,*0,23,*0,*0,*0,*0,*0,22,*0,15,16,16,12,*0,23,12,16
2002,12,24,,,PM2.5,,*0,24,*0,*0,23,*34,25,23,19,*0,*0,23,*0,*0,*0,*0,*0,26,*0,18,22,24,18,*0,26,18,23
2002,12,25,,,PM2.5,,*0,29,*0,*0,27,36,33,26,21,*0,*0,31,*0,*0,*0,*0,*0,33,*0,22,26,29,24,*0,36,21,28
2002,12,26,,,PM2.5,,*0,19,*0,*0,17,23,25,20,16,*0,*0,21,*0,*0,*0,*0,*0,14,*0,12,16,18,14,*0,25,12,18
2002,12,27,,,PM2.5,,*0,27,*0,*0,23,37,35,25,26,*0,*0,47,*0,*0,*0,*0,*0,24,*0,19,25,34,41,*0,47,19,30
2002,12,28,,,PM2.5,,*0,55,*0,*0,52,77,74,48,43,*0,*0,65,*0,*0,*0,*0,*0,68,*0,42,50,54,50,*0,77,42,57
2002,12,29,,,PM2.5,,*0,42,*0,*0,34,51,49,34,28,*0,*0,44,*0,*0,*0,*0,*0,40,*0,31,38,46,36,*0,51,28,39
2002,12,30,,,PM2.5,,*0,56,*0,*0,46,74,68,47,40,*0,*0,65,*0,*0,*0,*0,*0,55,*0,43,48,56,53,*0,74,40,54
2002,12,31,,,PM2.5,,*0,47,*0,*0,39,60,69,44,36,*0,*0,66,*0,*0,*0,*0,*0,52,*0,37,40,49,39,*0,69,36,48
2003,1,1,,,PM2.5,*0,*0,35,*0,*0,34,47,48,30,*36,*0,*0,44,*0,*0,*0,*0,*0,32,*0,24,30,32,35,*0,48,24,35
2003,1,2,,,PM2.5,*0,*0,46,*0,*0,38,58,48,35,*41,*0,*0,51,*0,*0,*0,*0,*0,47,*0,*16,44,49,44,*0,58,35,45
2003,1,3,,,PM2.5,*0,*0,42,*0,*0,44,67,64,42,37,*0,*0,53,*0,*0,*0,*0,*0,54,*0,*32,40,51,44,*0,67,37,48
2003,1,4,,,PM2.5,*0,*0,39,*0,*0,34,59,50,34,28,*0,*0,45,*0,*0,*0,*0,*0,43,*0,*30,35,43,35,*0,59,28,40
2003,1,5,,,PM2.5,*0,*0,17,*0,*0,15,23,19,16,12,*0,*0,19,*0,*0,*0,*0,*0,13,*0,13,14,17,14,*0,23,12,16
2003,1,6,,,PM2.5,*0,*0,29,*0,*0,24,41,41,24,30,*0,*0,44,*0,*0,*0,*0,*0,21,*0,22,28,35,37,*0,44,21,32
2003,1,7,,,PM2.5,*0,*0,66,*0,*0,57,86,80,67,48,*0,*0,98,*0,*0,*0,*0,*0,64,*0,45,58,71,76,*0,98,45,67
2003,1,8,,,PM2.5,*0,*0,*81,*0,*0,59,88,91,66,53,*0,*0,105,*0,*0,*0,*0,*0,82,*0,58,62,78,61,*0,105,53,74
2003,1,9,,,PM2.5,*0,*0,*82,*0,*0,74,104,115,85,61,*0,*0,95,*0,*0,*0,*0,*0,100,*0,63,75,83,65,*0,115,61,84
2003,1,10,,,PM2.5,*0,*0,110,*0,*0,107,140,147,101,*0,*0,*0,150,*0,*0,*0,*0,*0,143,*0,88,105,116,81,*0,150,81,117
2003,1,11,,,PM2.5,*0,*0,94,*0,*0,76,123,138,92,64,*0,*0,145,*0,*0,*0,*0,*0,92,*0,60,85,101,65,*0,145,60,95
2003,1,12,,,PM2.5,*0,*0,60,*0,*0,53,74,*85,57,40,*0,*0,69,*0,*0,*0,*0,*0,65,*0,42,53,59,49,*0,74,40,57
2003,1,13,,,PM2.5,*0,*0,97,*0,*0,88,133,*161,86,62,*0,*0,114,*0,*0,*0,*0,*0,134,*0,74,85,98,*74,*0,134,62,98
2003,1,14,,,PM2.5,*0,*0,38,*0,*0,29,53,67,37,24,*0,*0,41,*0,*0,*0,*0,*0,47,*0,24,32,37,21,*0,67,21,37
2003,1,15,,,PM2.5,*0,*0,38,*0,*0,31,41,39,41,23,*0,*0,49,*0,*0,*0,*0,*0,33,*0,21,28,38,27,*0,49,21,34
2003,1,16,,,PM2.5,*0,*0,41,*0,*0,40,50,59,43,29,*0,*0,63,*0,*0,*0,*0,*0,39,*0,18,30,40,36,*0,63,18,41
2003,1,17,,,PM2.5,*0,*0,38,*0,*0,44,49,56,46,25,*0,*0,42,*0,*0,*0,*0,*0,58,*0,33,34,41,41,*0,58,25,42
2003,1,18,,,PM2.5,*0,*0,60,*0,*0,56,69,78,54,23,*0,*0,63,*0,*0,*0,*0,*0,80,*0,39,47,54,44,*0,80,23,56
2003,1,19,,,PM2.5,*0,*0,47,*0,*0,*0,61,72,44,20,*0,*0,67,*0,*0,*0,*0,*0,63,*0,34,40,46,46,*0,72,20,49
2003,1,20,,,PM2.5,*0,*0,43,*0,*0,*28,54,65,41,26,*0,*0,56,*0,*0,*0,*0,*0,49,*0,29,38,46,42,*0,65,26,44
2003,1,21,,,PM2.5,*0,*0,38,*0,*0,31,47,49,43,25,*0,*0,48,*0,*0,*0,*0,*0,40,*0,23,31,33,30,*0,49,23,37
2003,1,22,,,PM2.5,*0,*0,41,*0,*0,39,47,60,47,28,*0,*0,58,*0,*0,*0,*0,*0,53,*0,32,35,46,33,*0,60,28,43
2003,1,23,,,PM2.5,*0,*0,42,*0,*0,36,50,57,46,25,*0,*0,49,*0,*0,*0,*0,*0,43,*0,26,34,40,28,*0,57,25,40
2003,1,24,,,PM2.5,*0,*0,37,*0,*0,30,48,52,43,25,*0,*0,52,*0,*0,*0,*0,*0,41,*0,24,30,37,42,*0,52,24,38
2003,1,25,,,PM2.5,*0,*0,57,*0,*0,49,71,66,56,31,*0,*0,74,*0,*0,*0,*0,*0,70,*0,41,51,56,51,*0,74,31,56
2003,1,26,,,PM2.5,*0,*0,28,*0,*0,24,35,36,39,21,*0,*0,59,*0,*0,*0,*0,*0,35,*0,27,25,30,29,*0,59,21,32
2003,1,27,,,PM2.5,*0,*0,29,*0,*0,26,31,30,32,19,*0,*0,30,*0,*0,*0,*0,*0,33,*0,*25,24,27,16,*0,33,16,27
2003,1,28,,,PM2.5,*0,*0,23,*0,*0,16,24,19,24,11,*0,*0,18,*0,*0,*0,*0,*0,15,*0,*12,16,16,12,*0,24,11,17
2003,1,29,,,PM2.5,*0,*0,21,*0,*0,14,27,17,16,8,*0,*0,16,*0,*0,*0,*0,*0,12,*0,10,11,10,9,*0,27,8,14
2003,1,30,,,PM2.5,*0,*0,27,*0,*0,19,30,26,24,14,*0,*0,*30,*0,*0,*0,*0,*0,14,*0,12,18,*17,21,*0,30,12,21
2003,1,31,,,PM2.5,*0,*0,33,*0,*0,26,35,36,27,19,*0,*0,37,*0,*0,*0,*0,*0,25,*0,17,25,24,22,*0,37,17,27
2003,2,1,,,PM2.5,*0,*0,41,*0,*0,32,43,45,34,20,*0,*0,44,*0,*0,*0,*0,*0,39,*0,*0,34,34,31,*0,45,20,36
2003,2,2,,,PM2.5,*0,*0,47,*0,*0,39,55,60,37,27,*0,*0,41,*0,*0,*0,*0,*0,53,*0,*0,39,42,37,*0,60,27,44
2003,2,3,,,PM2.5,*0,*0,41,*0,*0,28,46,55,35,*26,*0,*0,44,*0,*0,*0,*0,*0,37,*0,*23,31,33,29,*0,55,28,37
2003,2,4,,,PM2.5,*0,*0,34,*0,*0,25,37,29,29,*0,*0,*0,37,*0,*0,*0,*0,*0,32,*0,17,25,26,23,*0,37,17,29
2003,2,5,,,PM2.5,*0,*0,36,*0,*0,27,43,45,32,*22,*0,*0,44,*0,*0,*0,*0,*0,30,*0,19,26,28,28,*0,45,19,32
2003,2,6,,,PM2.5,*0,*0,31,*0,*0,24,38,40,28,20,*0,*0,40,*0,*0,*0,*0,*0,27,*0,17,22,25,28,*0,40,17,28
2003,2,7,,,PM2.5,*0,*0,29,*0,*0,26,39,42,26,18,*0,*0,40,*0,*0,*0,*0,*0,26,*0,14,24,25,27,*0,42,14,28
2003,2,8,,,PM2.5,*0,*0,28,*0,*0,26,37,38,29,20,*0,*0,35,*0,*0,*0,*0,*0,40,*0,22,24,28,24,*0,40,20,29
2003,2,9,,,PM2.5,*0,*0,53,*0,*0,52,64,51,46,28,*0,*0,53,*0,*0,*0,*0,*0,71,*0,44,43,49,34,*0,71,28,49
2003,2,10,,,PM2.5,*0,*0,60,*0,*0,52,63,50,43,29,*0,*0,65,*0,*0,*0,*0,*0,70,*0,40,45,36,27,*0,70,27,48
2003,2,11,,,PM2.5,*0,*0,37,*0,*0,23,35,32,27,17,*0,*0,30,*0,*0,*0,*0,*0,29,*0,20,22,25,24,*0,37,17,27
2003,2,12,,,PM2.5,*0,*0,25,*0,*0,16,22,18,22,12,*0,*0,20,*0,*0,*0,*0,*0,14,*0,15,17,17,21,*0,25,12,18
2003,2,13,,,PM2.5,*0,*0,55,*0,*0,43,60,58,44,29,*0,*0,55,*0,*0,*0,*0,*0,56,*0,36,42,47,52,*0,60,29,48
2003,2,14,,,PM2.5,*0,*0,93,*0,*0,64,104,104,61,46,*0,*0,84,*0,*0,*0,*0,*0,108,*0,61,73,73,96,*0,108,46,81
2003,2,15,,,PM2.5,*0,*0,61,*0,*0,49,67,75,40,26,*0,*0,66,*0,*0,*0,*0,*0,65,*0,35,50,50,60,*0,75,26,54
2003,2,16,,,PM2.5,*0,*0,56,*0,*0,46,64,67,45,33,*0,*0,64,*0,*0,*0,*0,*0,61,*0,38,44,50,66,*0,67,33,53
2003,2,17,,,PM2.5,*0,*0,88,*0,*0,69,106,104,63,48,*0,*0,85,*0,*0,*0,*0,*0,*103,*0,55,66,*66,98,*0,106,48,79
2003,2,18,,,PM2.5,*0,*0,79,*0,*0,63,95,108,60,52,*0,*0,93,*0,*0,*0,*0,*0,*0,*0,50,55,*0,102,*0,108,50,76
2003,2,19,,,PM2.5,*0,*0,84,*0,*0,*66,107,117,62,47,*0,*0,87,*0,*0,*0,*0,*0,*0,*0,51,61,*0,105,*0,117,47,79
2003,2,20,,,PM2.5,*0,*0,30,*0,*0,*22,40,*45,26,17,*0,*0,41,*0,*0,*0,*0,*0,*0,*0,*15,24,*0,38,*0,41,17,30
2003,2,21,,,PM2.5,*0,*0,46,*0,*0,44,57,48,39,26,*0,*0,49,*0,*0,*0,*0,*0,*0,*0,*37,36,*0,51,*0,57,26,44
2003,2,22,,,PM2.5,*0,*0,11,*0,*0,11,8,13,13,8,*0,*0,19,*0,*0,*0,*0,*0,*0,*0,9,11,*0,8,*0,19,8,11
2003,2,23,,,PM2.5,*0,*0,19,*0,*0,14,17,15,16,10,*0,*0,23,*0,*0,*0,*0,*0,*0,*0,12,16,*0,16,*0,23,10,16
2003,2,24,,,PM2.5,*0,*0,50,*0,*0,35,58,46,39,26,*0,*0,49,*0,*0,*0,*0,*0,*0,*0,31,36,*0,48,*0,58,26,41
2003,2,25,,,PM2.5,*0,*0,102,*0,*0,70,125,117,69,51,*0,*0,92,*0,*0,*0,*0,*0,*0,*0,65,73,*0,89,*0,125,51,85
2003,2,26,,,PM2.5,*0,*0,92,*0,*0,65,111,135,66,52,*0,*0,97,*0,*0,*0,*0,*0,*0,*0,61,66,*0,103,*0,135,52,85
2003,2,27,,,PM2.5,*0,*0,38,*0,*0,26,46,37,36,21,*0,*0,57,*0,*0,*0,*0,*0,*0,*0,25,31,*0,44,*0,57,21,36
2003,2,28,,,PM2.5,*0,*0,41,*0,*0,34,45,40,32,21,*0,*0,40,*0,*0,*0,*0,*0,*0,*0,27,32,*0,37,*0,45,21,35
2003,3,1,,,PM2.5,*0,*0,46,*0,*0,41,63,56,41,27,*0,*0,47,*0,*0,*0,*0,*0,*0,*0,33,33,*0,48,*0,63,27,43
2003,3,2,,,PM2.5,*0,*0,85,*0,*0,72,96,108,63,46,*0,*0,77,*0,*0,*0,*0,*0,*0,*0,54,66,*0,78,*0,108,46,74
2003,3,3,,,PM2.5,*0,*0,28,*0,*0,17,27,35,24,13,*0,*0,18,*0,*0,*0,*0,*0,*0,*0,14,18,*0,22,*0,35,13,21
2003,3,4,,,PM2.5,*0,*0,25,*0,*0,16,20,20,22,12,*0,*0,20,*0,*0,*0,*0,*0,*0,*0,14,17,*0,25,*0,25,12,19
2003,3,5,,,PM2.5,*0,*0,38,*0,*0,35,42,40,36,21,*0,*0,43,*0,*0,*0,*0,*0,*0,*0,29,33,*0,41,*0,43,21,36
2003,3,6,,,PM2.5,*0,*0,20,*0,*0,22,27,27,23,13,*0,*0,29,*0,*0,*0,*0,*0,*0,*0,16,17,*0,16,*0,29,13,21
2003,3,7,,,PM2.5,*0,*0,16,*0,*0,13,*14,16,21,10,*0,*0,14,*0,*0,*0,*0,*0,*0,*0,13,13,*0,*8,*0,21,10,14
2003,3,8,,,PM2.5,*0,*0,27,*0,*0,24,32,25,26,14,*0,*0,22,*0,*0,*0,*0,*0,*0,*0,22,21,*0,26,*0,32,14,24
2003,3,9,,,PM2.5,*0,*0,33,*0,*0,30,45,43,34,21,*0,*0,38,*0,*0,*0,*0,*0,*0,*0,31,30,*0,43,*0,45,21,35
2003,3,10,,,PM2.5,*0,*0,31,*0,*0,26,29,31,30,14,*0,*0,38,*0,*0,*0,*0,*0,*0,*0,22,29,*0,35,*0,38,14,28
2003,3,11,,,PM2.5,*0,*0,28,*0,*0,23,27,24,25,13,*0,*0,32,*0,*0,*0,*0,*0,*0,*0,17,23,*0,28,*0,32,13,24
2003,3,12,,,PM2.5,*0,*0,*37,*0,*0,37,50,52,39,25,*0,*0,44,*0,*0,*0,*0,*0,*0,*0,28,33,*0,45,*0,52,25,39
2003,3,13,,,PM2.5,*0,*0,50,*0,*0,44,67,70,45,29,*0,*0,53,*0,*0,*0,*0,*0,*0,*0,35,39,*0,58,*0,70,29,49
2003,3,14,,,PM2.5,*0,*0,71,*0,*0,57,81,81,59,40,*0,*0,73,*0,*0,*0,*0,*0,*93,*0,47,55,*0,73,*0,81,40,65
2003,3,15,,,PM2.5,*0,*0,75,*0,*0,61,95,107,67,47,*0,*0,82,*0,*0,*0,*0,*0,92,*0,47,61,*0,86,*0,107,47,75
2003,3,16,,,PM2.5,*0,*0,33,*0,*0,34,57,71,44,27,*0,*0,39,*0,*0,*0,*0,*0,51,*0,26,29,*0,48,*0,71,26,41
2003,3,17,,,PM2.5,*0,*0,22,*0,*0,16,20,13,20,11,*0,*0,21,*0,*0,*0,*0,*0,19,*0,13,17,*27,27,*0,27,11,18
2003,3,18,,,PM2.5,*0,*0,39,*0,*0,30,44,38,*41,19,*0,*0,38,*0,*0,*0,*0,*0,35,*0,23,33,36,30,*0,44,19,33
2003,3,19,,,PM2.5,*0,*0,35,*0,*0,29,38,43,*0,17,*0,*0,35,*0,*0,*0,*0,*0,36,*0,23,31,36,36,*0,43,17,33
2003,3,20,,,PM2.5,*0,*0,59,*0,*0,49,68,69,*0,32,*0,*0,54,*0,*0,*0,*0,*0,58,*0,32,42,42,59,*0,69,32,51
2003,3,21,,,PM2.5,*0,*0,45,*0,*0,41,64,68,*0,23,*0,*0,44,*0,*0,*0,*0,*0,53,*0,28,37,37,57,*0,68,23,45
2003,3,22,,,PM2.5,*0,*0,42,*0,*0,37,53,52,*0,23,*0,*0,45,*0,*0,*0,*0,*0,47,*0,28,35,*31,40,*0,53,23,40
2003,3,23,,,PM2.5,*0,*0,77,*0,*0,60,87,93,*0,40,*0,*0,70,*0,*0,*0,*0,*0,85,*0,48,61,*0,79,*0,93,40,70
2003,3,24,,,PM2.5,*0,*0,58,*0,*0,50,80,86,*0,34,*0,*0,60,*0,*0,*0,*0,*0,61,*0,34,42,*28,56,*0,86,34,55
2003,3,25,,,PM2.5,*0,*0,66,*0,*0,59,94,97,*0,36,*0,*0,56,*0,*0,*0,*0,*0,83,*0,40,51,*72,95,*0,97,36,67
2003,3,26,,,PM2.5,*0,*0,93,*0,*0,*73,130,138,*0,41,*0,*0,86,*0,*0,*0,*0,*0,104,*0,47,77,*72,103,*0,138,41,88
