"STNID","TYPE","longitude","latitude","avg_PM2.5"
"2212A","PM2.5",123.2,41.1953,31.7789868214243
"2213A","PM2.5",123.1683,41.2495,37.4834590124057
"2214A","PM2.5",123.2354,41.2639,37.3846718005134
"2215A","PM2.5",123.149,41.2991,42.3477306002928
"2216A","PM2.5",123.8139,42.3022,37.9796693202694
"2217A","PM2.5",123.8649,42.2923,30.3458840900701
"2218A","PM2.5",123.8486,42.2867,33.9273818270879
"2219A","PM2.5",123.7153,42.2217,33.9867889908257
"2220A","PM2.5",120.4318,41.5881,33.7789602446483
"2221A","PM2.5",120.4521,41.5646,30.932881773399
"2222A","PM2.5",120.4176,41.5648,34.8776429375704
"2223A","PM2.5",120.3806,41.5969,31.1026144593102
"2224A","PM2.5",124.3419,43.1747,NA
"2225A","PM2.5",124.4002,43.1713,26.413971221252
"2226A","PM2.5",124.388,43.193,27.301611863314
"2227A","PM2.5",125.1358,42.8845,31.7042010595047
"2228A","PM2.5",125.1567,42.8953,NA
"2229A","PM2.5",125.9358,41.7173,22.6262512512513
"2230A","PM2.5",125.9446,41.7325,24.0908512533401
"2231A","PM2.5",126.4219,41.9171,23.9834045149481
"2232A","PM2.5",126.4077,41.9419,25.3089290131091
"2233A","PM2.5",124.8006,45.1214,25.0381191222571
"2234A","PM2.5",124.7965,45.1722,21.4424778761062
"2235A","PM2.5",122.7911,45.6077,24.6716009453912
"2236A","PM2.5",122.8738,45.5725,22.3794979596884
"2237A","PM2.5",129.47,42.8883,20.2346988539381
"2238A","PM2.5",129.5055,42.9108,22.9811159844055
"2239A","PM2.5",129.3964,42.8881,17.611083499006
"2240A","PM2.5",130.9762,45.3001,27.0955209106657
"2241A","PM2.5",130.9817,45.305,NA
"2242A","PM2.5",131.0103,45.2948,NA
"2243A","PM2.5",130.9429,45.3039,23.1672718167021
"2244A","PM2.5",130.2537,47.3416,21.4592583556965
"2245A","PM2.5",130.2684,47.3086,21.8417143552904
"2246A","PM2.5",130.3114,47.3388,24.223209936678
"2247A","PM2.5",130.1097,47.3382,17.420602953741
"2248A","PM2.5",131.1511,46.6937,28.1960539460539
"2249A","PM2.5",131.1652,46.6191,21.5942679127726
"2250A","PM2.5",131.1524,46.6554,28.3278906627963
"2251A","PM2.5",131.12,46.5656,26.5465720441009
"2252A","PM2.5",128.5159,47.4311,19.0402445236882
"2253A","PM2.5",128.9102,47.7412,19.4273483365949
"2254A","PM2.5",129.5029,48.471,10.8689969158467
"2255A","PM2.5",130.2751,46.8028,32.0355292376018
"2256A","PM2.5",130.3995,46.8307,25.2558596146766
"2257A","PM2.5",130.3258,46.7975,28.1989720998532
"2258A","PM2.5",130.3648,46.8032,29.0593912397921
"2259A","PM2.5",130.3794,46.7588,25.0086069101193
"2260A","PM2.5",131.0032,45.7677,NA
"2261A","PM2.5",130.8625,45.8194,NA
"2262A","PM2.5",131.0518,45.8751,20.4841060434728
"2263A","PM2.5",127.4833,50.2524,15.0072206584261
"2264A","PM2.5",127.5144,50.2341,14.8390536896298
"2265A","PM2.5",127.5291,50.2472,13.8872773536896
"2266A","PM2.5",126.9785,46.6365,32.8219850325113
"2267A","PM2.5",126.964,46.6528,30.9670706328804
"2268A","PM2.5",124.1186,50.4269,NA
"2269A","PM2.5",124.1069,50.4097,14.228714524207
"2270A","PM2.5",117.396,32.939,40.4419117647059
"2271A","PM2.5",117.3605,32.9427,35.7692875599852
"2272A","PM2.5",117.3086,32.935,NA
"2273A","PM2.5",117.4185,32.8911,33.6010915405607
"2274A","PM2.5",117.3533,32.9673,36.9594958394518
"2275A","PM2.5",117.3145,32.8977,37.5662027343269
"2276A","PM2.5",117.0417,32.6611,NA
"2277A","PM2.5",116.8305,32.7727,48.7310564328559
"2278A","PM2.5",117.0067,32.6524,43.329293671196
"2279A","PM2.5",116.8569,32.5951,38.854848521718
"2280A","PM2.5",116.8281,32.633,43.0708389799187
"2281A","PM2.5",116.6325,32.6201,40.8347644749755
"2282A","PM2.5",116.8004,33.975,40.3389768574909
"2283A","PM2.5",116.8091,33.9007,40.4099432519122
"2284A","PM2.5",116.7856,33.9477,40.9703540365062
"2285A","PM2.5",117.8177,30.9412,34.2885881492319
"2286A","PM2.5",117.8059,30.9273,38.1347587049481
"2287A","PM2.5",117.7807,30.9413,30.5079656862745
"2288A","PM2.5",117.7439,30.8792,34.8482538121003
"2289A","PM2.5",117.846,30.9413,33.9429025553246
"2290A","PM2.5",117.8483,30.97,29.7858541360744
"2291A","PM2.5",117.0809,30.5177,32.2617718446602
"2292A","PM2.5",117.0331,30.5119,33.3983154296875
"2293A","PM2.5",117.0486,30.5489,NA
"2294A","PM2.5",116.9896,30.6145,30.3775832725504
"2295A","PM2.5",118.2903,29.6963,18.9023380418899
"2296A","PM2.5",118.327,29.7178,19.6852773394829
"2297A","PM2.5",118.1371,30.2756,19.6368633198974
"2298A","PM2.5",118.3093,32.3153,36.3211367239907
"2299A","PM2.5",118.3244,32.2786,35.6537899098221
"2300A","PM2.5",118.3158,32.3061,NA
"2301A","PM2.5",115.8277,32.8929,45.4717648493719
"2302A","PM2.5",NA,NA,NA
"2303A","PM2.5",115.8554,32.8605,45.3797437461867
"2304A","PM2.5",116.9765,33.6481,NA
"2305A","PM2.5",116.9677,33.6284,NA
"2306A","PM2.5",116.989,33.6306,40.5
"2307A","PM2.5",116.5079,31.737,32.8391143911439
"2308A","PM2.5",116.4738,31.7643,29.3016377413835
"2309A","PM2.5",116.4996,31.7905,30.826554293392
"2310A","PM2.5",116.5567,31.7886,33.125
"2311A","PM2.5",115.8072,33.8399,38.5781423461206
"2312A","PM2.5",115.7789,33.8518,37.7179268292683
"2313A","PM2.5",117.4808,30.6414,NA
"2314A","PM2.5",117.47,30.6618,32.0686606926617
"2315A","PM2.5",117.4974,30.6539,25.5
"2316A","PM2.5",118.7581,30.9454,29.5631572435977
"2317A","PM2.5",118.7385,30.9743,30.0756651208201
"2318A","PM2.5",118.7173,30.9427,28.5766333209831
"2319A","PM2.5",119.0141,25.4325,19.9970645792564
"2320A","PM2.5",119.0015,25.4553,21.0726401179941
"2321A","PM2.5",119.1119,25.4561,22.0670159619837
"2322A","PM2.5",119.1013,25.3215,23.0632693254554
"2323A","PM2.5",118.981,25.4792,18.3711698300459
"2324A","PM2.5",117.6211,26.2625,25.6077091973652
"2325A","PM2.5",117.635,26.2714,22.6661775495231
"2326A","PM2.5",117.6028,26.2378,27.508115475158
"2327A","PM2.5",117.7275,26.3108,21.661193839888
"2331A","PM2.5",118.0966,26.6761,13.7225234757307
"2332A","PM2.5",118.1681,26.6369,19.4680982352215
"2333A","PM2.5",118.1825,26.6489,20.5266984206568
"2334A","PM2.5",118.1756,26.6272,19.6589489158398
"2335A","PM2.5",117.0189,25.1181,22.4117789921069
"2336A","PM2.5",117.0217,25.1033,20.5543148440345
"2337A","PM2.5",117.0258,25.0661,20.2728809466312
"2338A","PM2.5",117.0196,25.0306,18.3411921170354
"2339A","PM2.5",119.5001,26.6946,18.7175196850394
"2340A","PM2.5",119.5202,26.6607,NA
"2341A","PM2.5",119.5388,26.6612,20.8451100244499
"2342A","PM2.5",117.3102,29.3867,19.1112999150382
"2343A","PM2.5",117.2117,29.2933,24.6488420031527
"2344A","PM2.5",117.1894,29.2789,23.4646476981316
"2345A","PM2.5",117.1547,29.2617,25.2149419729207
"2346A","PM2.5",117.2461,29.2956,22.3494266747133
"2347A","PM2.5",114.0997,27.5002,17.3376336159233
"2348A","PM2.5",113.8385,27.6434,39.6701869385773
"2349A","PM2.5",113.8493,27.6253,33.2708254568368
"2350A","PM2.5",113.8676,27.6435,32.0689697265625
"2351A","PM2.5",113.866,27.6198,34.4421719016314
"2352A","PM2.5",115.0861,27.9317,29.3600312053049
"2353A","PM2.5",114.9886,27.8431,27.4240641041693
"2354A","PM2.5",114.9231,27.8246,31.5711674384597
"2355A","PM2.5",114.9308,27.8036,34.0035318475216
"2356A","PM2.5",114.9119,27.8042,NA
"2357A","PM2.5",116.9822,28.1136,21.4493484140644
"2358A","PM2.5",117.0564,28.2642,26.663125
"2359A","PM2.5",117.0311,28.2475,24.9898665982555
"2360A","PM2.5",117.0222,28.2264,24.3587570621469
"2361A","PM2.5",117.0017,28.2131,26.3084395105336
"2362A","PM2.5",114.9017,25.9149,19.4310435238595
"2363A","PM2.5",114.9367,25.8664,23.1167712563061
"2364A","PM2.5",114.9461,25.8481,23.0464888671397
"2365A","PM2.5",114.9322,25.8333,23.6966593513777
"2366A","PM2.5",114.8905,25.8471,22.853438831406
"2367A","PM2.5",114.9754,27.0803,26.4530299342906
"2368A","PM2.5",114.9658,27.0999,27.6172854534388
"2369A","PM2.5",114.99,27.1312,27.2305443916697
"2370A","PM2.5",115.0093,27.0968,27.0416058394161
"2371A","PM2.5",114.3408,27.8064,30.4005633112907
"2372A","PM2.5",114.3806,27.8014,NA
"2373A","PM2.5",114.3956,27.7844,30.6166193357205
"2374A","PM2.5",114.3703,27.7914,30.9157414261041
"2375A","PM2.5",114.4013,27.8074,29.8922530031871
"2376A","PM2.5",116.2127,28.0814,27.6972410454985
"2377A","PM2.5",116.3544,27.9831,25.4826081687068
"2378A","PM2.5",116.3565,27.963,26.5902727492155
"2379A","PM2.5",116.3564,28.0007,25.9718378247147
"2380A","PM2.5",116.385,27.9647,23.1804347826087
"2381A","PM2.5",118.005,28.4572,24.3174839029222
"2382A","PM2.5",117.9756,28.4436,27.7714008959923
"2383A","PM2.5",117.9519,28.4628,26.223051511073
"2384A","PM2.5",117.9033,28.4303,NA
"2385A","PM2.5",114.17,35.9019,51.1392733564014
"2386A","PM2.5",114.2956,35.7511,53.3188405797101
"2387A","PM2.5",114.2878,35.7306,51.8672663182205
"2388A","PM2.5",113.926,35.279,NA
"2389A","PM2.5",113.836,35.31,49.6337019351596
"2390A","PM2.5",113.884,35.272,48.3477115987461
"2391A","PM2.5",113.883,35.303,48.6501775437737
"2392A","PM2.5",115.0312,35.7636,53.2605581625093
"2393A","PM2.5",114.9906,35.767,NA
"2394A","PM2.5",115.0574,35.7609,52.9109117719341
"2395A","PM2.5",115.0866,35.7754,51.4840300900234
"2396A","PM2.5",113.8276,34.0159,47.0631399317406
"2397A","PM2.5",113.8208,34.0314,NA
"2398A","PM2.5",113.7906,33.9953,44.7375471927902
"2399A","PM2.5",114.051,33.5699,47.9804528021774
"2400A","PM2.5",114.0055,33.5698,49.4874484825777
"2401A","PM2.5",114.0138,33.5828,48.5792201382034
"2402A","PM2.5",114.0261,33.5698,48.2301831141698
"2403A","PM2.5",112.5192,32.9917,45.4925775978408
"2404A","PM2.5",112.5339,33.0086,46.2481545275591
"2405A","PM2.5",112.5003,32.9735,46.9198538049863
"2406A","PM2.5",112.5779,33.0144,44.398675171737
"2407A","PM2.5",112.548,32.9692,47.0127717057595
"2408A","PM2.5",115.6702,34.4285,46.8719291682255
"2409A","PM2.5",115.6458,34.4045,43.6959467783664
"2410A","PM2.5",115.6293,34.3948,48.5233951317947
"2411A","PM2.5",115.6578,34.402,NA
"2420A","PM2.5",114.0189,32.9656,43.2144436256448
"2421A","PM2.5",114.0114,33.015,41.0223089113739
"2422A","PM2.5",113.9976,32.9771,42.4069867917541
"2423A","PM2.5",115.0601,30.2313,30.3139056831923
"2424A","PM2.5",115.0817,30.2006,31.6650561662036
"2425A","PM2.5",114.9551,30.1765,NA
"2426A","PM2.5",114.8988,30.2019,36.7377435770138
"2427A","PM2.5",115.0307,30.2092,31.0849308420286
"2428A","PM2.5",111.0419,32.395,21.2381591796875
"2429A","PM2.5",110.78,32.6494,33.948077394073
"2430A","PM2.5",110.7258,32.6389,29.9406303444906
"2431A","PM2.5",110.8839,32.5714,28.1997091614154
"2432A","PM2.5",112.155,32.0197,47.4563376874698
"2433A","PM2.5",112.1392,32.0564,52.5549443833272
"2434A","PM2.5",112.1825,32.1142,54.3564152316275
"2435A","PM2.5",112.2106,32.0903,49.7491521317829
"2436A","PM2.5",114.8938,30.3994,34.4190695420402
"2437A","PM2.5",114.8989,30.3714,38.2061403508772
"2438A","PM2.5",114.8131,30.4133,35.6666666666667
"2439A","PM2.5",112.2014,31.0481,45.4718715528864
"2440A","PM2.5",112.1969,30.9891,45.5124585737081
"2441A","PM2.5",112.2213,31.0386,47.8171138864845
"2442A","PM2.5",112.1931,31.0375,NA
"2443A","PM2.5",113.9153,30.9285,31.5484183735305
"2444A","PM2.5",113.942,30.9075,32.5769742411416
"2445A","PM2.5",114.8857,30.4522,NA
"2446A","PM2.5",114.9028,30.4742,33.5949659533074
"2447A","PM2.5",114.3175,29.8142,23.2863436123348
"2448A","PM2.5",114.3107,29.8454,27.0157920310982
"2449A","PM2.5",114.2936,29.8566,25.58
"2450A","PM2.5",114.3375,29.8683,41.5
"2451A","PM2.5",113.3583,31.7275,36.5318789924069
"2452A","PM2.5",113.3833,31.6908,34.644420131291
"2453A","PM2.5",113.3983,31.7308,35.1846246973366
"2454A","PM2.5",109.4978,30.2981,24.3439333970247
"2455A","PM2.5",109.4707,30.2798,25.491609922179
"2456A","PM2.5",112.5003,26.9167,33.474143225648
"2457A","PM2.5",112.6194,26.9258,37.2484802431611
"2458A","PM2.5",112.6211,26.8956,51.7934823796893
"2459A","PM2.5",112.6197,26.8733,34.6668625146886
"2460A","PM2.5",112.6006,26.8919,38.4142402740396
"2461A","PM2.5",112.5664,26.9056,46.5960955907102
"2462A","PM2.5",111.5239,27.3033,32.4988853108744
"2463A","PM2.5",111.4733,27.2317,42.5490379226602
"2464A","PM2.5",111.5283,27.2442,37.4007951298298
"2465A","PM2.5",111.4503,27.2537,35.772340687785
"2466A","PM2.5",111.4328,27.2272,37.6467110125647
"2467A","PM2.5",112.4067,28.6428,30.1550524851397
"2468A","PM2.5",112.3458,28.5808,34.6587858638099
"2469A","PM2.5",112.3437,28.5531,36.4200073108322
"2470A","PM2.5",112.3347,28.6047,36.6807476635514
"2471A","PM2.5",112.3744,28.5819,33.1162619573216
"2472A","PM2.5",113.0073,25.9061,21.9821648216482
"2473A","PM2.5",113.0116,25.8226,29.2186219739292
"2474A","PM2.5",113.0161,25.8001,25.4392844014214
"2475A","PM2.5",113.0383,25.8071,27.2434867299732
"2476A","PM2.5",113.0348,25.7759,28.6029843444227
"2477A","PM2.5",111.6217,26.2081,30.0034580708905
"2478A","PM2.5",111.6156,26.4214,31.0598817151306
"2479A","PM2.5",111.6236,26.2331,31.2934769306083
"2480A","PM2.5",111.5992,26.4364,32.7437192118227
"2481A","PM2.5",111.5989,26.4519,33.0428431131844
"2482A","PM2.5",109.5981,27.5721,23.0652094272805
"2483A","PM2.5",109.9453,27.5444,23.5039206076942
"2484A","PM2.5",109.9781,27.5342,26.448246364414
"2485A","PM2.5",109.9972,27.5578,27.627332262449
"2486A","PM2.5",110.0394,27.583,31.7323008849558
"2487A","PM2.5",111.9589,27.8901,24.0481028151775
"2488A","PM2.5",111.9975,27.725,38.6247232472325
"2489A","PM2.5",112.0194,27.7314,34.7746323529412
"2490A","PM2.5",111.9561,27.7569,36.1687408491947
"2491A","PM2.5",111.9892,27.7044,33.676543532176
"2492A","PM2.5",109.6414,28.2558,18.6191556395715
"2493A","PM2.5",109.7325,28.3169,23.3700623700624
"2494A","PM2.5",109.6958,28.2675,23.0147651006711
"2495A","PM2.5",111.3014,23.4832,27.8850102669405
"2496A","PM2.5",111.3239,23.4794,22.409151434451
"2497A","PM2.5",111.247,23.4189,29.0999634725435
"2498A","PM2.5",111.2711,23.4835,24.5607578134427
"2499A","PM2.5",108.3411,21.6158,22.7279112754159
"2500A","PM2.5",108.3514,21.7731,25.2383605745419
"2501A","PM2.5",108.3506,21.6414,22.6771504357711
"2502A","PM2.5",108.6236,21.9667,25.8753114100648
"2503A","PM2.5",108.6549,21.9481,28.2079811039284
"2504A","PM2.5",108.5989,21.7431,26.829178435466
"2505A","PM2.5",109.568,23.1478,28.8166606038559
"2506A","PM2.5",109.6047,23.0666,32.0926380368098
"2507A","PM2.5",109.6014,23.0948,31.7971032281822
"2508A","PM2.5",109.5669,23.1065,26.5127978817299
"2509A","PM2.5",110.1106,22.7019,26.9659090909091
"2510A","PM2.5",110.1675,22.6411,29.989137068229
"2511A","PM2.5",110.1433,22.6164,30.1583666545499
"2512A","PM2.5",106.6103,23.9011,26.3876582278481
"2513A","PM2.5",106.6538,23.8859,31.7240568954855
"2514A","PM2.5",111.5264,24.4172,25.0506499877361
"2515A","PM2.5",111.5608,24.4078,26.3985860555826
"2516A","PM2.5",108.2011,24.715,25.0992385469979
"2517A","PM2.5",108.0497,24.6947,24.12753587333
"2518A","PM2.5",108.0983,24.6989,27.5956949569496
"2519A","PM2.5",109.2328,23.7361,33.7658826382153
"2520A","PM2.5",109.2203,23.7256,34.4309022281748
"2521A","PM2.5",107.3476,22.4136,29.7141620284477
"2522A","PM2.5",107.3702,22.3707,29.8827062139968
"2523A","PM2.5",105.8945,32.4535,23.3210623841878
"2524A","PM2.5",105.821,32.4444,23.0939785470502
"2525A","PM2.5",105.8153,32.4246,53
"2526A","PM2.5",105.8628,32.4287,20.7808892164087
"2527A","PM2.5",105.5453,30.5678,27.0546568627451
"2528A","PM2.5",105.5582,30.5232,29.170336317445
"2529A","PM2.5",105.5861,30.5366,29.9407886395334
"2530A","PM2.5",105.5918,30.4728,29.6862839879154
"2531A","PM2.5",105.0703,29.61,31.0195288661052
"2532A","PM2.5",105.0717,29.5947,36.5704416481619
"2533A","PM2.5",105.0653,29.5817,35.8300669506999
"2534A","PM2.5",105.0406,29.5822,34.7049524515253
"2535A","PM2.5",103.7723,29.5462,40.097739692002
"2536A","PM2.5",103.7627,29.5844,36.2129995066601
"2537A","PM2.5",103.7508,29.6006,35.4694178334562
"2538A","PM2.5",103.7571,29.5664,36.4153620352251
"2539A","PM2.5",104.0308,30.0478,27.3135769277771
"2540A","PM2.5",103.8416,30.0874,31.9931203931204
"2541A","PM2.5",103.8495,30.0691,NA
"2542A","PM2.5",103.8341,30.062,NA
"2543A","PM2.5",106.6308,30.5278,35.7878359264498
"2544A","PM2.5",106.6303,30.4576,37.227808814401
"2545A","PM2.5",106.6271,30.4663,31.3523359961268
"2546A","PM2.5",106.6406,30.4844,NA
"2547A","PM2.5",106.6388,30.4551,33.5903701911444
"2548A","PM2.5",107.5277,31.2827,34.9111301789654
"2549A","PM2.5",107.5086,31.2186,32.275209050664
"2550A","PM2.5",107.4988,31.2132,33.4438613619722
"2551A","PM2.5",107.5082,31.1986,35.3418615984405
"2552A","PM2.5",107.4644,31.2124,44.610099538723
"2553A","PM2.5",103.009,30.0125,NA
"2554A","PM2.5",103.0475,30.02,29.8647466277798
"2555A","PM2.5",103.0111,29.9833,26.5872163942425
"2556A","PM2.5",102.9905,29.9775,24.6251532238294
"2557A","PM2.5",106.7583,31.8475,NA
"2558A","PM2.5",106.7389,31.8711,NA
"2559A","PM2.5",106.7594,31.8531,NA
"2560A","PM2.5",106.7608,31.8456,NA
"2561A","PM2.5",104.6617,30.1372,27.0473599604303
"2562A","PM2.5",104.6356,30.1506,25.9503667481663
"2563A","PM2.5",104.6295,30.1383,27.9498528690535
"2564A","PM2.5",104.6463,30.1146,30.3909202453988
"2565A","PM2.5",104.6296,30.1256,26.1330961727184
"2566A","PM2.5",102.1879,31.914,14.5144182547643
"2567A","PM2.5",102.224,31.9037,17.1440677966102
"2568A","PM2.5",102.2502,31.8896,15.666295471418
"2569A","PM2.5",101.9628,30.0506,NA
"2570A","PM2.5",101.9603,30.0475,8.3394585324023
"2571A","PM2.5",102.3431,27.8099,20.2863060123007
"2572A","PM2.5",102.2721,27.8415,18.3650928510742
"2573A","PM2.5",102.2625,27.898,21.1089340727049
"2574A","PM2.5",102.2685,27.8851,20.1827679449361
"2575A","PM2.5",102.237,27.8914,22.0946587176055
"2576A","PM2.5",104.8,26.5892,23.9247572815534
"2577A","PM2.5",104.83,26.5917,25.1013323554578
"2578A","PM2.5",104.89,26.5939,29.7079839591688
"2579A","PM2.5",104.8475,26.5894,22.4512440311636
"2580A","PM2.5",104.9544,26.5506,22.3326023391813
"2581A","PM2.5",105.9556,26.2611,NA
"2582A","PM2.5",105.9278,26.255,NA
"2583A","PM2.5",105.9394,26.2358,NA
"2584A","PM2.5",105.8853,26.2392,NA
"2585A","PM2.5",109.1839,27.7344,21.5421303656598
"2586A","PM2.5",109.1753,27.6944,22.3981322192185
"2587A","PM2.5",105.2864,27.3125,25.8941105039466
"2588A","PM2.5",105.31,27.2944,24.5974560872199
"2589A","PM2.5",104.9022,25.0925,21.1417573017231
"2590A","PM2.5",104.8811,25.0992,21.6324869396185
"2591A","PM2.5",107.9783,26.5747,24.3332928900752
"2592A","PM2.5",NA,NA,NA
"2593A","PM2.5",107.5228,26.2403,18.6836428181322
"2594A","PM2.5",99.1678,25.1081,27.5910761820256
"2595A","PM2.5",99.1711,25.1328,20.6446200607903
"2596A","PM2.5",103.7667,27.3736,23.6024375380865
"2597A","PM2.5",103.7225,27.3361,23.8338192419825
"2598A","PM2.5",100.2143,26.8576,11.49
"2599A","PM2.5",100.2497,26.8802,16.4139032178826
"2600A","PM2.5",100.2203,26.8906,8.47671732522796
"2601A","PM2.5",100.98,22.7633,25.8219026548673
"2602A","PM2.5",100.9817,22.8322,17.2115526122149
"2603A","PM2.5",100.0781,23.8982,28.620986883198
"2604A","PM2.5",100.0894,23.8822,27.7039368135259
"2605A","PM2.5",101.5482,25.0441,20.608415420163
"2606A","PM2.5",101.538,25.0492,19.953231292517
"2607A","PM2.5",103.3113,23.4626,NA
"2608A","PM2.5",103.3772,23.3993,26.447307078886
"2609A","PM2.5",103.3861,23.35,26.8096116027532
"2610A","PM2.5",104.2533,23.3594,23.2289308176101
"2611A","PM2.5",104.2319,23.3892,22.8555749563482
"2612A","PM2.5",100.7939,22.0019,27.401258653241
"2613A","PM2.5",100.8017,22.0225,16.9517073170732
"2614A","PM2.5",100.1542,25.7054,19.8048928919182
"2615A","PM2.5",100.2171,25.5811,14.0344616139318
"2616A","PM2.5",98.5842,24.428,24.8532986111111
"2617A","PM2.5",98.578,24.441,NA
"2618A","PM2.5",98.8601,25.8567,26.0096
"2619A","PM2.5",98.8546,25.8417,23.2563145452283
"2620A","PM2.5",99.7064,27.8136,NA
"2621A","PM2.5",99.7056,27.8317,15.1885295912142
"2622A","PM2.5",97.1806,31.1273,9.92301562001913
"2623A","PM2.5",97.1809,31.1254,NA
"2624A","PM2.5",91.7608,29.2313,8.48774681417168
"2625A","PM2.5",91.7706,29.2436,10.2558139534884
"2626A","PM2.5",88.8876,29.2718,10.1279465867284
"2627A","PM2.5",88.8931,29.2365,NA
"2628A","PM2.5",92.0657,31.4846,24.9043325820185
"2629A","PM2.5",92.0505,31.4733,NA
"2630A","PM2.5",80.1161,32.5,6.7097395098165
"2631A","PM2.5",80.0895,32.5039,NA
"2632A","PM2.5",94.3681,29.6376,10.1536471168063
"2633A","PM2.5",94.3616,29.6616,6.6390977443609
"2634A","PM2.5",106.9893,33.1842,27.6247063187832
"2635A","PM2.5",107.0154,33.0706,36.5561477892187
"2636A","PM2.5",107.0089,33.1138,35.7231199125258
"2637A","PM2.5",107.007,33.0323,39.0018239299611
"2638A","PM2.5",109.7414,38.3344,31.5918518518519
"2639A","PM2.5",109.7456,38.2911,33.5560350141783
"2640A","PM2.5",109.7289,38.2839,32.9620555346149
"2641A","PM2.5",109.7336,38.2478,32.8416400687454
"2642A","PM2.5",109.0318,32.6537,25.538973614137
"2643A","PM2.5",109.0281,32.6939,29.49993941597
"2644A","PM2.5",109.0072,32.6975,27.8418694757235
"2645A","PM2.5",109.9154,33.8715,25.356572971646
"2646A","PM2.5",109.966,33.8509,NA
"2647A","PM2.5",104.1724,36.5446,34.8909869083585
"2648A","PM2.5",104.1465,36.5482,29.478683148335
"2649A","PM2.5",106.0055,34.343,12.4294694493337
"2650A","PM2.5",105.7205,34.5786,22.6964549483013
"2651A","PM2.5",105.8945,34.5538,27.111668911473
"2652A","PM2.5",102.6201,37.9251,37.6157714005396
"2653A","PM2.5",102.6469,37.9358,NA
"2654A","PM2.5",100.4698,38.9524,34.2569002123142
"2655A","PM2.5",100.4154,38.9422,40.0887316952097
"2656A","PM2.5",106.6692,35.5461,18.8735716022368
"2657A","PM2.5",106.7021,35.5307,19.8733518809725
"2658A","PM2.5",98.5061,39.7443,31.4933041149257
"2659A","PM2.5",98.4989,39.7256,32.9008304836346
"2660A","PM2.5",107.6831,35.7289,59
"2661A","PM2.5",107.6325,35.7357,27.2404570872842
"2662A","PM2.5",107.6364,35.7067,25.7346863468635
"2663A","PM2.5",104.6241,35.5734,24.5826975141521
"2664A","PM2.5",104.6194,35.5934,24.6829567779961
"2665A","PM2.5",105.0822,33.3261,13.5651907273396
"2666A","PM2.5",NA,NA,NA
"2667A","PM2.5",103.2069,35.5993,29.7047224926972
"2668A","PM2.5",103.2417,35.6057,28.5191303291631
"2669A","PM2.5",102.9099,34.9841,18.1718132411067
"2670A","PM2.5",102.1086,36.4997,NA
"2671A","PM2.5",100.9048,36.9639,22.7450372208437
"2672A","PM2.5",102.0199,35.5102,23.6787597288476
"2673A","PM2.5",100.6188,36.2866,20.4142593730793
"2674A","PM2.5",100.2561,34.4714,18.3606091894682
"2675A","PM2.5",97,33.0014,8.9919532770928
"2676A","PM2.5",97.3731,37.3753,15.7547476261869
"2677A","PM2.5",106.1532,37.9648,39.9731222385862
"2678A","PM2.5",106.2025,37.9844,19
"2679A","PM2.5",106.1856,37.9956,37.0826224713624
"2680A","PM2.5",105.0025,37.4635,34.9210237659963
"2681A","PM2.5",105.18,37.0172,38
"2682A","PM2.5",105.1971,37.5002,38.5420004855547
"2683A","PM2.5",106.2319,36.1417,28.3456280629353
"2684A","PM2.5",106.2792,36.0022,25.9783421425809
"2685A","PM2.5",106.2375,36.0211,24.3399727823828
"2686A","PM2.5",89.1904,42.9418,45.3726468021444
"2687A","PM2.5",89.1673,42.9559,47.9201024640156
"2688A","PM2.5",93.5128,42.8172,27.3160337037489
"2689A","PM2.5",93.4961,42.8328,28.0758824252859
"2690A","PM2.5",88.1236,43.8886,10.784920855318
"2691A","PM2.5",87.2997,44.0114,113
"2692A","PM2.5",87.2717,44.0297,47.6208791208791
"2693A","PM2.5",82.0485,44.8556,20.3332521018643
"2694A","PM2.5",82.0806,44.8969,22.1810418445773
"2695A","PM2.5",80.292,41.1694,49.6525444664032
"2696A","PM2.5",80.2613,41.1551,49.9707472959685
"2697A","PM2.5",76.1454,39.7142,46.909395141299
"2698A","PM2.5",76.0072,39.4467,74.4286764705882
"2699A","PM2.5",75.9755,39.4694,82.6506765067651
"2700A","PM2.5",75.9538,39.4682,89.7280614774417
"2701A","PM2.5",79.9485,37.1152,NA
"2702A","PM2.5",79.9117,37.1013,NA
"2703A","PM2.5",81.2815,43.9404,35.5921767028628
"2704A","PM2.5",81.2996,43.9174,32.4814220466609
"2705A","PM2.5",81.3364,43.941,34.8548565800813
"2706A","PM2.5",82.9994,46.7432,12.2932368988707
"2707A","PM2.5",88.1214,47.9047,21
"2708A","PM2.5",88.1264,47.8517,9.98067076292883
"2709A","PM2.5",86.0497,44.2967,50.4968746169874
"2710A","PM2.5",86.0697,44.3075,77.7219251336898
"2711A","PM2.5",87.5475,44.1756,57.5435827888053
"2835A","PM2.5",101.7227,26.567,28.8869054896687
"2842A","PM2.5",118.0936,24.5058,21.4783298742522
"2845A","PM2.5",113.1569,36.1911,36.9683390782587
"2846A","PM2.5",113.3221,23.1322,24.2220320332559
"2858A","PM2.5",117.7918,39.2474,41.4197607006291
"2859A","PM2.5",117.3747,38.9846,42.4465270121279
"2860A","PM2.5",117.1589,39.0845,38.5065491492227
"2862A","PM2.5",114.5481,38.0378,48.8145021107524
